District,Mandal,GP_Name,GP_Code,total_activities,total_estimated_cost,total_sc_fund,total_st_fund,water_activities,livelihood_activities,total_estimated_cost_lakhs,sc_st_fund_share_pct,drought_risk_score,drought_flag,total_rain_mm,predicted_rainfall_mm,drought_probability,drought_probability_pct,predicted_drought_flag,risk_norm,water_gap_norm,fund_gap_norm,rain_stress_norm,livelihood_need_norm,inclusion_need_norm,priority_score,priority_tier,priority_rank
Mancherial,Jannaram,Tommidigudiselapalli,280040,52,1100569.0,0.0,0.0,8,0,11.01,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.8787878787878788,0.9769465515690591,0.8927038626609443,1.0,1.0,65.62,HIGH,99
Nalgonda,Miryalaguda,Dondavari Gudem,207689,20,1770300.0,0.0,0.0,1,16,17.7,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9629178000131797,0.759656652360515,0.6981132075471699,1.0,65.61,HIGH,100
Adilabad,Bela,Bhadi,194984,37,1715219.0,0.0,0.0,9,0,17.15,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8636363636363636,0.96407157319144,0.8884120171673819,1.0,1.0,65.6,HIGH,101
Karimnagar,Chigurumamidi,Gagireddypally,201024,33,2418513.0,104613.0,0.0,3,0,24.19,4.33,72.02,1.0,0.0,0.63,0.2255,22.6,NO_DROUGHT,0.7202,0.9545454545454546,0.9493397826714542,0.7467811158798283,1.0,0.9567,65.59,HIGH,102
Nalgonda,Miryalaguda,Lavudi Thanda,280959,18,1887376.0,0.0,0.0,1,14,18.87,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9604654271692228,0.759656652360515,0.7358490566037736,1.0,65.59,HIGH,103
Mancherial,Jannaram,Lingaiahpelli,280043,50,4495829.0,0.0,0.0,5,0,44.96,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.9242424242424242,0.9058265660709789,0.8927038626609443,1.0,1.0,65.59,HIGH,104
Nalgonda,Miryalaguda,Kalvapally,207693,23,1933930.0,0.0,0.0,1,20,19.34,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9594902677396423,0.759656652360515,0.6226415094339622,1.0,65.58,HIGH,105
Nalgonda,Nalgonda,Reddy Colony,280805,17,630185.0,0.0,0.0,1,12,6.3,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9867996123828197,0.7982832618025751,0.7735849056603774,1.0,65.58,HIGH,106
Nalgonda,Miryalaguda,Avanthipuram,280935,24,2004986.0,0.0,0.0,1,21,20.05,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9580018687099504,0.759656652360515,0.6037735849056604,1.0,65.57,HIGH,107
Nalgonda,Miryalaguda,Hatya Thanda,280948,17,1971800.0,0.0,0.0,1,13,19.72,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9586970107134315,0.759656652360515,0.7547169811320755,1.0,65.57,HIGH,108
Nalgonda,Miryalaguda,Takkellapahad Thanda,280957,16,1975700.0,0.0,0.0,1,12,19.76,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9586153180173074,0.759656652360515,0.7735849056603774,1.0,65.57,HIGH,109
Nalgonda,Miryalaguda,Ilapuram,207692,13,1979600.0,0.0,0.0,1,10,19.8,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9585336253211832,0.759656652360515,0.8113207547169812,1.0,65.57,HIGH,110
Bhadradri Kothagudem,Aswapuram,Gondigudem Kothuru,279469,40,1274002.0,0.0,0.0,10,0,12.74,0.0,72.62,1.0,0.0,0.36,0.2444,24.4,NO_DROUGHT,0.7262000000000001,0.8484848484848485,0.9733136773724177,0.8626609442060086,1.0,1.0,65.56,HIGH,111
Medak,Narsingi,Valloor,206147,36,9048936.0,0.0,0.0,4,0,90.49,0.0,73.71,1.0,0.0,0.44,0.241,24.1,NO_DROUGHT,0.7371,0.9393939393939394,0.8104533387448809,0.8283261802575107,1.0,1.0,65.53,HIGH,112
Nalgonda,Nalgonda,Deepakunta,280804,19,846915.0,0.0,0.0,1,14,8.47,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.982259802631284,0.7982832618025751,0.7358490566037736,1.0,65.53,HIGH,113
Nalgonda,Miryalaguda,Dubba Thanda,281961,21,2176600.0,0.0,0.0,1,18,21.77,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9544070968246552,0.759656652360515,0.6603773584905661,1.0,65.53,HIGH,114
Nalgonda,Miryalaguda,Watertank Thanda (Nandipahad),207696,16,2208050.0,0.0,0.0,1,13,22.08,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9537483185443719,0.759656652360515,0.7547169811320755,1.0,65.52,HIGH,115
Adilabad,Bela,Patan,281084,44,1074398.0,0.0,0.0,10,0,10.74,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8484848484848485,0.9774947514537424,0.8884120171673819,1.0,1.0,65.51,HIGH,116
Nalgonda,Miryalaguda,Kothagudem,207694,21,2301020.0,0.0,0.0,1,17,23.01,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9518008903498429,0.759656652360515,0.679245283018868,1.0,65.5,HIGH,117
Nalgonda,Nalgonda,Annareddygudem,207818,17,1007654.0,0.0,0.0,1,12,10.08,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9788928276871043,0.7982832618025751,0.7735849056603774,1.0,65.5,HIGH,118
Hanumakonda,Kamalapur,Guniparthi,201362,23,2028626.0,0.0,0.0,3,0,20.29,0.0,71.92,1.0,0.0,0.53,0.2116,21.2,NO_DROUGHT,0.7192000000000001,0.9545454545454546,0.9575066852903671,0.7896995708154506,1.0,1.0,65.5,HIGH,119
Nalgonda,Miryalaguda,Teekya Thanda,280936,16,2352910.0,0.0,0.0,1,12,23.53,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9507139585544884,0.759656652360515,0.7735849056603774,1.0,65.49,HIGH,120
Nalgonda,Miryalaguda,Jethya Thanda,280938,21,2357930.0,0.0,0.0,1,18,23.58,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9506088053917849,0.759656652360515,0.6603773584905661,1.0,65.49,HIGH,121
Nalgonda,Miryalaguda,Rayinipalem,207697,16,2427780.0,0.0,0.0,1,12,24.28,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9491456682573561,0.759656652360515,0.7735849056603774,1.0,65.48,HIGH,122
Nalgonda,Miryalaguda,Badalapuram,207686,17,2420300.0,0.0,0.0,1,12,24.2,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9493023506591532,0.759656652360515,0.7735849056603774,1.0,65.48,HIGH,123
Nalgonda,Miryalaguda,Zapthiveerappa Gudem,207705,23,2455050.0,0.0,0.0,1,20,24.55,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9485744477898418,0.759656652360515,0.6226415094339622,1.0,65.47,HIGH,124
Nalgonda,Nalgonda,Rasoolpur,280798,19,1216473.0,0.0,0.0,1,13,12.16,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9745187284276297,0.7982832618025751,0.7547169811320755,1.0,65.46,HIGH,125
Nalgonda,Nalgonda,Rangareddynagar,280791,17,1241320.0,0.0,0.0,1,12,12.41,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9739982621659381,0.7982832618025751,0.7735849056603774,1.0,65.45,HIGH,126
Nalgonda,Miryalaguda,Rudraram,207698,16,2548980.0,0.0,0.0,1,12,25.49,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9466069106239592,0.759656652360515,0.7735849056603774,1.0,65.45,HIGH,127
Nalgonda,Miryalaguda,Kalvapalli Thanda,280946,23,2660050.0,0.0,0.0,1,19,26.6,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9442803445320335,0.759656652360515,0.6415094339622642,1.0,65.43,HIGH,128
Nalgonda,Miryalaguda,Vootlapally,207703,18,2629820.0,0.0,0.0,1,15,26.3,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9449135676612215,0.759656652360515,0.7169811320754718,1.0,65.43,HIGH,129
Hanumakonda,Nadikuda,Kowkonda,214018,26,3502989.0,0.0,0.0,1,0,35.03,0.0,74.85,1.0,0.0,0.47,0.1452,14.5,NO_DROUGHT,0.7484999999999999,0.9848484848484849,0.9266234318196738,0.8154506437768241,1.0,1.0,65.43,HIGH,130
Nalgonda,Miryalaguda,Jalubai Thanda,280949,14,1571252.0,0.0,0.0,2,11,15.71,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9696969696969697,0.9670872276485956,0.759656652360515,0.7924528301886793,1.0,65.43,HIGH,131
Nalgonda,Nalgonda,Khudavanpur,280787,18,1347194.0,0.0,0.0,1,13,13.47,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.971780535881464,0.7982832618025751,0.7547169811320755,1.0,65.43,HIGH,132
Nalgonda,Nalgonda,Ramulabanda,280790,19,1452056.0,0.0,0.0,1,14,14.52,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9695840078042918,0.7982832618025751,0.7358490566037736,1.0,65.41,HIGH,133
Nalgonda,Miryalaguda,Chintha Pally,207688,20,2811880.0,0.0,0.0,1,17,28.12,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9410999850313845,0.759656652360515,0.679245283018868,1.0,65.4,HIGH,134
Nalgonda,Nalgonda,Paturu,280796,20,1543785.0,0.0,0.0,1,14,15.44,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9676625746446064,0.7982832618025751,0.7358490566037736,1.0,65.39,HIGH,135
Nalgonda,Nalgonda,G.K.Annaram,207827,17,1583286.0,0.0,0.0,1,12,15.83,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9668351533139397,0.7982832618025751,0.7735849056603774,1.0,65.38,HIGH,136
Karimnagar,Chigurumamidi,Ogulapoor,201031,31,2323050.0,106400.0,23200.0,4,0,23.23,5.58,72.02,1.0,0.0,0.63,0.2255,22.6,NO_DROUGHT,0.7202,0.9393939393939394,0.9513394313509672,0.7467811158798283,1.0,0.9442,65.38,HIGH,137
Nalgonda,Nalgonda,Gundlapally,207829,21,1633395.0,0.0,0.0,1,16,16.33,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9657855278498151,0.7982832618025751,0.6981132075471699,1.0,65.37,HIGH,138
Mancherial,Jannaram,Chintalapelli,280041,48,3444335.0,0.0,0.0,7,0,34.44,0.0,72.12,1.0,0.0,0.29,0.2302,23.0,NO_DROUGHT,0.7212000000000001,0.8939393939393939,0.9278520480756909,0.8927038626609443,1.0,1.0,65.36,HIGH,139
Nalgonda,Nalgonda,G Chennaram,207538,17,1717048.0,0.0,0.0,1,12,17.17,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9640332614116423,0.7982832618025751,0.7735849056603774,1.0,65.35,HIGH,140
Nalgonda,Miryalaguda,Subbareddigudem,280932,15,3031400.0,0.0,0.0,1,11,30.31,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9365017335818523,0.759656652360515,0.7924528301886793,1.0,65.35,HIGH,141
Nalgonda,Miryalaguda,Thakkalla Pahad,207700,13,3159250.0,0.0,0.0,1,10,31.59,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.933823679428141,0.759656652360515,0.8113207547169812,1.0,65.32,HIGH,142
Nalgonda,Miryalaguda,Laxmipuram,280951,15,3193740.0,0.0,0.0,1,12,31.94,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9331012227385713,0.759656652360515,0.7735849056603774,1.0,65.32,HIGH,143
Nalgonda,Nalgonda,Thoragal,207551,20,1874803.0,0.0,0.0,1,15,18.75,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.96072879185342,0.7982832618025751,0.7169811320754718,1.0,65.32,HIGH,144
Nalgonda,Miryalaguda,Gudur,207691,16,3247050.0,0.0,0.0,1,12,32.47,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9319845464230895,0.759656652360515,0.7735849056603774,1.0,65.31,HIGH,145
Nalgonda,Miryalaguda,Yadgarpally,207704,16,3251710.0,0.0,0.0,1,12,32.52,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9318869341246437,0.759656652360515,0.7735849056603774,1.0,65.3,HIGH,146
Bhadradri Kothagudem,Cherla,C.Kathigudem,279680,41,1107124.0,0.0,0.0,14,0,11.07,0.0,73.61,1.0,0.0,0.66,0.2765,27.7,NO_DROUGHT,0.7361,0.7878787878787878,0.976809244999035,0.7339055793991416,1.0,1.0,65.29,HIGH,147
Nalgonda,Nalgonda,Buddaram,207822,18,1984861.0,0.0,0.0,1,13,19.85,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9584234239687962,0.7982832618025751,0.7547169811320755,1.0,65.29,HIGH,148
Nalgonda,Miryalaguda,Thadkamalla,207699,16,3354000.0,0.0,0.0,1,13,33.54,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9297442813332231,0.759656652360515,0.7547169811320755,1.0,65.28,HIGH,149
Nalgonda,Nalgonda,Chennugudem,280794,18,1005498.0,0.0,0.0,2,13,10.05,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9696969696969697,0.9789379890852693,0.7982832618025751,0.7547169811320755,1.0,65.27,HIGH,150
Nalgonda,Nalgonda,Melladuppalapally,207835,19,2155198.0,0.0,0.0,1,13,21.55,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9548554012047704,0.7982832618025751,0.7547169811320755,1.0,65.26,HIGH,151
Nalgonda,Nalgonda,K.Kondaram,207830,21,2205382.0,0.0,0.0,1,17,22.05,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9538042047272589,0.7982832618025751,0.679245283018868,1.0,65.25,HIGH,152
Adilabad,Bela,Maniyarpur,280985,41,1271137.0,0.0,0.0,11,0,12.71,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.8333333333333334,0.9733736900838013,0.8884120171673819,1.0,1.0,65.24,HIGH,153
Nalgonda,Miryalaguda,Alagadapa,207684,26,3543900.0,0.0,0.0,1,23,35.44,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9257664754373314,0.759656652360515,0.5660377358490566,1.0,65.24,HIGH,154
Nalgonda,Nalgonda,Donakal,207826,15,2283310.0,0.0,0.0,1,9,22.83,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9521718589776272,0.7982832618025751,0.8301886792452831,1.0,65.23,HIGH,155
Nalgonda,Nalgonda,Velugupally,207838,18,2740450.0,0.0,0.0,1,13,27.4,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9425962181811661,0.7982832618025751,0.7547169811320755,1.0,65.14,HIGH,156
Nalgonda,Nalgonda,Khajiramaram,281964,18,1734093.0,0.0,0.0,2,12,17.34,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9696969696969697,0.9636762224358894,0.7982832618025751,0.7735849056603774,1.0,65.12,HIGH,157
Bhadradri Kothagudem,Cherla,Chinnamidisileru,279677,43,1973247.0,0.0,0.0,14,0,19.73,0.0,73.61,1.0,0.0,0.66,0.2765,27.7,NO_DROUGHT,0.7361,0.7878787878787878,0.9586667006284849,0.7339055793991416,1.0,1.0,65.11,HIGH,158
Hanumakonda,Nadikuda,Narsakkapally,214026,31,3992088.0,0.0,0.0,2,13,39.92,0.0,74.85,1.0,0.0,0.47,0.1452,14.5,NO_DROUGHT,0.7484999999999999,0.9696969696969697,0.916378350798743,0.8154506437768241,0.7547169811320755,1.0,65.1,HIGH,159
Nalgonda,Nalgonda,Peddasuraram,208121,18,2949754.0,0.0,0.0,1,13,29.5,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.938211959701789,0.7982832618025751,0.7547169811320755,1.0,65.09,HIGH,160
Bhadradri Kothagudem,Cherla,Gompalli,279666,47,1008870.0,0.0,0.0,15,0,10.09,0.0,73.61,1.0,0.0,0.66,0.2765,27.7,NO_DROUGHT,0.7361,0.7727272727272727,0.9788673563233896,0.7339055793991416,1.0,1.0,65.09,HIGH,161
Nalgonda,Nalgonda,Chinnasuraram,208108,18,1981971.0,0.0,0.0,2,13,19.82,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9696969696969697,0.9584839603513088,0.7982832618025751,0.7547169811320755,1.0,65.07,HIGH,162
Nalgonda,Nalgonda,Mushampally,207836,17,3098484.0,0.0,0.0,1,12,30.98,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9350965354211361,0.7982832618025751,0.7735849056603774,1.0,65.06,HIGH,163
Hanumakonda,Kamalapur,Kothapalle,278094,31,932736.0,0.0,0.0,6,0,9.33,0.0,71.92,1.0,0.0,0.53,0.2116,21.2,NO_DROUGHT,0.7192000000000001,0.9090909090909091,0.9804621234328041,0.7896995708154506,1.0,1.0,65.04,HIGH,164
Bhadradri Kothagudem,Cherla,Gommugudem,202233,42,1262165.0,0.0,0.0,15,0,12.62,0.0,73.61,1.0,0.0,0.66,0.2765,27.7,NO_DROUGHT,0.7361,0.7727272727272727,0.9735616251785771,0.7339055793991416,1.0,1.0,65.03,HIGH,165
Nalgonda,Miryalaguda,Janku Thanda,280968,20,4680380.0,0.0,0.0,1,17,46.8,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.9019608048498482,0.759656652360515,0.679245283018868,1.0,65.01,HIGH,166
Bhadradri Kothagudem,Cherla,Devarapalli,202232,45,2448083.0,0.0,0.0,14,0,24.48,0.0,73.61,1.0,0.0,0.66,0.2765,27.7,NO_DROUGHT,0.7361,0.7878787878787878,0.9487203844600718,0.7339055793991416,1.0,1.0,65.01,HIGH,167
Bhadradri Kothagudem,Cherla,Bodenelli,279684,44,1420958.0,0.0,0.0,15,0,14.21,0.0,73.61,1.0,0.0,0.66,0.2765,27.7,NO_DROUGHT,0.7361,0.7727272727272727,0.9702354127950787,0.7339055793991416,1.0,1.0,65.0,HIGH,168
Hanumakonda,Kamalapur,Marripelli,201367,26,1117723.0,0.0,0.0,6,0,11.18,0.0,71.92,1.0,0.0,0.53,0.2116,21.2,NO_DROUGHT,0.7192000000000001,0.9090909090909091,0.9765872293871837,0.7896995708154506,1.0,1.0,65.0,HIGH,169
Nalgonda,Nalgonda,Kothapally,280800,21,2383943.0,0.0,0.0,2,14,23.84,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9696969696969697,0.9500639151086369,0.7982832618025751,0.7358490566037736,1.0,64.98,HIGH,170
Hanumakonda,Nadikuda,Nadikuda,214023,31,4548432.0,0.0,0.0,2,11,45.48,0.0,74.85,1.0,0.0,0.47,0.1452,14.5,NO_DROUGHT,0.7484999999999999,0.9696969696969697,0.9047246991750253,0.8154506437768241,0.7924528301886793,1.0,64.98,HIGH,171
Hanumakonda,Kamalapur,Uppalapally,278104,32,1493943.0,0.0,0.0,6,0,14.94,0.0,71.92,1.0,0.0,0.53,0.2116,21.2,NO_DROUGHT,0.7192000000000001,0.9090909090909091,0.9687066073010732,0.7896995708154506,1.0,1.0,64.93,HIGH,172
Nalgonda,Miryalaguda,Thunga Pahad,207701,24,5106770.0,0.0,0.0,1,21,51.07,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.8930292795420584,0.759656652360515,0.6037735849056604,1.0,64.92,HIGH,173
Nalgonda,Miryalaguda,Venkatadri Palem,207702,16,5173380.0,0.0,0.0,1,13,51.73,0.0,72.06,1.0,0.0,0.6,0.1995,20.0,NO_DROUGHT,0.7206,0.9848484848484849,0.8916340101859481,0.759656652360515,0.7547169811320755,1.0,64.9,HIGH,174
Hanumakonda,Kamalapur,Laxmipur,278105,27,630779.0,0.0,0.0,7,0,6.31,0.0,71.92,1.0,0.0,0.53,0.2116,21.2,NO_DROUGHT,0.7192000000000001,0.8939393939393939,0.9867871699567946,0.7896995708154506,1.0,1.0,64.88,HIGH,175
Nalgonda,Nalgonda,Chandanapally,207823,17,4032077.0,0.0,0.0,1,12,40.32,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9155407074076382,0.7982832618025751,0.7735849056603774,1.0,64.87,HIGH,176
Hanumakonda,Kamalapur,Shambunipalli,201371,25,1916781.0,0.0,0.0,6,0,19.17,0.0,71.92,1.0,0.0,0.53,0.2116,21.2,NO_DROUGHT,0.7192000000000001,0.9090909090909091,0.9598494851872919,0.7896995708154506,1.0,1.0,64.84,HIGH,177
Nalgonda,Nalgonda,Anantharam,207817,16,4199153.0,0.0,0.0,1,11,41.99,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9120409923056791,0.7982832618025751,0.7924528301886793,1.0,64.83,HIGH,178
Nalgonda,Nalgonda,Dandampally,207825,18,3155687.0,0.0,0.0,2,13,31.56,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9696969696969697,0.9338983130374463,0.7982832618025751,0.7547169811320755,1.0,64.82,HIGH,179
Hanumakonda,Kamalapur,Gopalpur,201359,27,2033901.0,0.0,0.0,6,0,20.34,0.0,71.92,1.0,0.0,0.53,0.2116,21.2,NO_DROUGHT,0.7192000000000001,0.9090909090909091,0.9573961906821479,0.7896995708154506,1.0,1.0,64.81,HIGH,180
Nalgonda,Nalgonda,M.Domalapally,207832,17,4297440.0,0.0,0.0,1,12,42.97,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9848484848484849,0.9099821897354342,0.7982832618025751,0.7735849056603774,1.0,64.81,HIGH,181
Bhadradri Kothagudem,Cherla,Koyyuru,279682,45,2392274.0,0.0,0.0,15,0,23.92,0.0,73.61,1.0,0.0,0.66,0.2765,27.7,NO_DROUGHT,0.7361,0.7727272727272727,0.9498894069416085,0.7339055793991416,1.0,1.0,64.8,HIGH,182
Bhadradri Kothagudem,Cherla,Lingapuram,279667,43,1496461.0,0.0,0.0,16,0,14.96,0.0,73.61,1.0,0.0,0.66,0.2765,27.7,NO_DROUGHT,0.7361,0.7575757575757576,0.9686538631449602,0.7339055793991416,1.0,1.0,64.76,HIGH,183
Medak,Narsingi,Narsingi,206137,24,11651849.0,0.0,0.0,5,1,116.52,0.0,73.71,1.0,0.0,0.44,0.241,24.1,NO_DROUGHT,0.7371,0.9242424242424242,0.7559305231688236,0.8283261802575107,0.9811320754716981,1.0,64.76,HIGH,184
Nalgonda,Nalgonda,Kanchanpally,207831,18,3600507.0,0.0,0.0,2,12,36.01,0.0,73.37,1.0,0.0,0.51,0.1572,15.7,NO_DROUGHT,0.7337,0.9696969696969697,0.924580737373357,0.7982832618025751,0.7735849056603774,1.0,64.73,HIGH,185
Bhadradri Kothagudem,Cherla,Kaliveru Z,279675,47,1658641.0,0.0,0.0,16,0,16.59,0.0,73.61,1.0,0.0,0.66,0.2765,27.7,NO_DROUGHT,0.7361,0.7575757575757576,0.9652567037969048,0.7339055793991416,1.0,1.0,64.72,HIGH,186
Bhadradri Kothagudem,Aswapuram,Yalakalagudem,279471,45,1060051.0,0.0,0.0,14,1,10.6,0.0,72.62,1.0,0.0,0.36,0.2444,24.4,NO_DROUGHT,0.7262000000000001,0.7878787878787878,0.9777952758412536,0.8626609442060086,0.9811320754716981,1.0,64.7,HIGH,187
Adilabad,Bela,Bhedoda,194985,51,1797345.0,0.0,0.0,13,0,17.97,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.803030303030303,0.9623512925858264,0.8884120171673819,1.0,1.0,64.67,HIGH,188
Adilabad,Bela,Awalpur,194982,50,1921149.0,0.0,0.0,13,0,19.21,0.0,74.47,1.0,0.0,0.3,0.202,20.2,NO_DROUGHT,0.7447,0.803030303030303,0.9597579893676328,0.8884120171673819,1.0,1.0,64.65,HIGH,189
Hanumakonda,Kamalapur,Nerella,201369,36,2924309.0,0.0,0.0,6,10,29.24,0.0,71.92,1.0,0.0,0.53,0.2116,21.2,NO_DROUGHT,0.7192000000000001,0.9090909090909091,0.9387449521768862,0.7896995708154506,0.8113207547169812,1.0,64.63,HIGH,190
Bhadradri Kothagudem,Cherla,Pedamidisileru,202237,49,3190489.0,0.0,0.0,15,0,31.9,0.0,73.61,1.0,0.0,0.66,0.2765,27.7,NO_DROUGHT,0.7361,0.7727272727272727,0.9331693209321865,0.7339055793991416,1.0,1.0,64.63,HIGH,191
Hanumakonda,Kamalapur,Gudur,201360,31,5092828.0,0.0,0.0,4,2,50.93,0.0,71.92,1.0,0.0,0.53,0.2116,21.2,NO_DROUGHT,0.7192000000000001,0.9393939393939394,0.8933213204572796,0.7896995708154506,0.9622641509433962,1.0,64.63,HIGH,192
Hanumakonda,Kamalapur,Madannapeta,201366,30,3252356.0,0.0,0.0,6,0,32.52,0.0,71.92,1.0,0.0,0.53,0.2116,21.2,NO_DROUGHT,0.7192000000000001,0.9090909090909091,0.9318734024626703,0.7896995708154506,1.0,1.0,64.56,HIGH,193
Hanumakonda,Kamalapur,Venkateshwarla Pally,214035,27,2135978.0,0.0,0.0,7,0,21.36,0.0,71.92,1.0,0.0,0.53,0.2116,21.2,NO_DROUGHT,0.7192000000000001,0.8939393939393939,0.9552579995687464,0.7896995708154506,1.0,1.0,64.56,HIGH,194
